"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL377383";"";"None";"383.86";"0";"2.05";"SID103905002";"CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL481491";"";"None";"417.41";"0";"4.78";"SID103905430";"NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1C(F)(F)F";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL244378";"";"None";"346.35";"0";"3.54";"SID103904604";"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1";"Ki";"'='";"79.43";"nM";"7.10";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1969483";"";"None";"630.78";"2";"6.35";"SID103904427";"CN(C)c1ccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1NC(=O)Cc1ccccc1";"Ki";"'>'";"3162.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1964644";"";"None";"278.29";"0";"2.37";"SID103905106";"O=C(NCc1ccccc1)Nc1ncc([N+](=O)[O-])s1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL2002373";"";"None";"279.34";"0";"2.99";"SID103905254";"OCCCn1cnc(-c2ccccc2)c1-c1ccncc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL461876";"";"None";"518.55";"1";"3.14";"SID103904637";"COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2";"Ki";"'='";"2.512";"nM";"8.60";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1984363";"";"None";"374.42";"0";"4.44";"SID103905034";"Cc1cc(NC(=O)Cc2ccc(-c3cccc4[nH]nc(N)c34)cc2)ccc1F";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL2002992";"";"None";"286.38";"0";"2.66";"SID103905614";"CC(N)C1CCC(C(=O)Nc2ccnc3[nH]ccc23)CC1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL4553144";"";"None";"548.95";"2";"7.53";"2b";"COc1ccc(-c2nn(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)cc2-c2ccncc2)cc1Cl";"Inhibition";"'='";"5.26";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4313401";"Inhibition of human ROS at 10 uM using KKKSPGEYVNIEFG as substrate by [gamma-33P]-ATP assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4311959";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL4465558";"";"None";"517.01";"1";"4.34";"6";"COc1cc(N2CCNC2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1";"IC50";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"15.80";"0.32";"3.83";"6.51";"0";"CHEMBL4348478";"Inhibition of N-terminal GST-tagged human ROS1 cytoplasmic domain (1883 to 2347 residues) expressed in Baculovirus expression system using IRS1 as substrate incubated for 1 hr by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346688";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL4464571";"";"None";"656.16";"1";"4.24";"32";"COc1cc(N2CCN(CC(=O)N3CCC(=O)CC3)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1";"IC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"13.36";"0.27";"4.53";"5.69";"0";"CHEMBL4348478";"Inhibition of N-terminal GST-tagged human ROS1 cytoplasmic domain (1883 to 2347 residues) expressed in Baculovirus expression system using IRS1 as substrate incubated for 1 hr by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346688";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL2218926";"";"None";"305.17";"0";"3.88";"Tyrphostin AG-1024";"CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O";"Residual Activity";"'='";"108.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL439259";"";"None";"341.80";"0";"4.85";"IGF_1R_Inhibitor_II";"COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12";"Residual Activity";"'='";"96.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL403183";"";"None";"207.25";"0";"1.81";"BAY-117082";"Cc1ccc(S(=O)(=O)/C=C/C#N)cc1";"Residual Activity";"'='";"104.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL408982";"";"None";"249.34";"0";"3.06";"TG003";"CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21";"Residual Activity";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL179583";"";"None";"363.80";"0";"4.77";"Chk2_Inhibitor_II";"NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1";"Residual Activity";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL306498";"ALOISINE";"None";"281.36";"0";"3.98";"Aloisine";"CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12";"Residual Activity";"'='";"96.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL80713";"";"None";"400.48";"0";"1.82";"Cdk2_Inhibitor_III";"COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1";"Residual Activity";"'='";"96.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL259850";"";"None";"308.32";"0";"2.38";"AR_A0_14418";"COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1";"Residual Activity";"'='";"88.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL261454";"";"None";"272.31";"0";"3.69";"LY-364947";"c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1";"Residual Activity";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219160";"Millipore: Percentage of residual kinase activity of ROS1 at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL120077";"";"None";"325.34";"0";"3.88";"JNJ-10198409";"COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2";"Residual Activity";"'='";"86.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219160";"Millipore: Percentage of residual kinase activity of ROS1 at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL7917";"TYRPHOSTIN AG-1478";"None";"315.76";"0";"4.04";"Tyrphostin AG-1478";"COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC";"Residual Activity";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL35820";"";"None";"388.26";"0";"4.93";"56";"CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC";"Residual Activity";"'='";"103.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL473773";"";"None";"376.21";"0";"3.86";"WHI-P154";"COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC";"Residual Activity";"'='";"88.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL405759";"";"None";"318.34";"0";"3.71";"TWS119";"Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1";"Residual Activity";"'='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL203644";"";"None";"355.76";"0";"3.52";"EGFR_ErbB_2_ErbB_4_Inhibitor";"CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1";"Residual Activity";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219160";"Millipore: Percentage of residual kinase activity of ROS1 at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL1738758";"ONVANSERTIB";"2.0";"532.53";"1";"1.92";"7g";"CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1776309";"Inhibition of ROS1 assessed as [33P]gamma-ATP incorporation into substrate after 60 mins by gamma counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1773059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL1980995";"";"None";"466.54";"0";"4.35";"SID103905531";"CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"Ki";"'='";"0.5012";"nM";"9.30";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL514499";"GW843682X";"None";"477.46";"0";"4.80";"SID103905429";"COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC";"Inhibition";"'='";"5.76";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1976134";"";"None";"234.26";"0";"3.11";"SID103905212";"c1cc2cc(-c3ccc4cn[nH]c4c3)cnc2[nH]1";"Ki";"'='";"158.49";"nM";"6.80";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1979357";"";"None";"354.46";"0";"4.23";"SID103905237";"Cn1cc(C(CN)c2cncc(C=Cc3ccncc3)c2)c2ccccc21";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1975256";"";"None";"386.42";"1";"1.79";"SID103905141";"Nc1nonc1-n1nnc(C(=O)NN=Cc2cccs2)c1-c1cccs1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL2006785";"";"None";"361.25";"1";"5.64";"SID103904745";"Cc1ccc(C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL210887";"";"None";"340.34";"0";"2.58";"SID103905079";"O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1974310";"";"None";"272.30";"0";"3.20";"SID103904987";"NC(=O)c1cc2c(-c3ccc(F)cc3)cncc2s1";"Ki";"'='";"1584.89";"nM";"5.80";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1999590";"";"None";"344.38";"0";"3.68";"SID103905140";"Cc1cc(-c2ccccc2)n(-c2cc(NN=Cc3ccco3)ncn2)n1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL941";"IMATINIB";"4.0";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908596";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat Biotechnol";"2011";"None";"";""
